gene_symbol,Snap23
analysis_id,1gy11csa1ucil56
mouse_life_stage,Late adult
gene_accession_id,MGI:109356
parameter_id,ESLIM_011_001_703
mouse_strain,C57BL
parameter_name,Prepulse inhibition - PP3
pvalue,0.0922831
