mouse_strain,C57BL
mouse_life_stage,E12.5
gene_symbol,Fgb
parameter_id,IMPC_CBC_058_001
gene_accession_id,MGI:99501
parameter_name,Cholesterol ratio
analysis_id,c46x78g855ob527
pvalue,0.9289293
