mouse_life_stage,Middle aged adult
parameter_id,MGP_PBI_034_001
pvalue,0.7213062
parameter_name,B cell number
gene_accession_id,MGI:109356
gene_symbol,Snap23
analysis_id,9ynlg1303kn20lt
mouse_strain,C57BL
