gene_symbol,Wars2
parameter_name,Snout morphology
mouse_life_stage,E12.5
analysis_id,hl99kv823mx6610
mouse_strain,C57BL
gene_accession_id,MGI:1917810
pvalue,0.1098986
parameter_id,MGP_CSD_066_001
