mouse_life_stage,E12.5
gene_symbol,Mecom
analysis_id,435ai5969lkg23e
pvalue,0.5860137
gene_accession_id,MGI:95457
parameter_id,JAX_OFD_014_001
mouse_strain,C57BL
parameter_name,Center distance travelled
