parameter_name,Distance travelled - total
mouse_strain,C57BL
gene_symbol,Eprs1
pvalue,0.3526662
parameter_id,JAX_OFD_020_001
mouse_life_stage,Early adult
analysis_id,j63487jsf0l5u44
gene_accession_id,MGI:97838
