parameter_id,JAX_OFD_022_001
analysis_id,8kt1hc3kj4lt8tx
parameter_name,Percentage center time
gene_symbol,Rnf114
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.6089646
gene_accession_id,MGI:1933159
