gene_symbol,Zmynd8
mouse_strain,C57BL
parameter_name,lens opacity
analysis_id,1a6nd5nylma4ul1
mouse_life_stage,Early adult
gene_accession_id,MGI:1918025
parameter_id,M-G-P_014_001_010
pvalue,0.3791492
