parameter_id,MGP_CSD_064_001
gene_accession_id,MGI:1915087
mouse_life_stage,E12.5
gene_symbol,Tiprl
analysis_id,8tr27b3s8502239
mouse_strain,C57BL
pvalue,0.422872
parameter_name,Head morphology
