gene_symbol,Fgb
parameter_id,M-G-P_007_001_010
analysis_id,u41j2899767d89p
parameter_name,center - distance
mouse_life_stage,E12.5
pvalue,0.5126807
gene_accession_id,MGI:99501
mouse_strain,C57BL
