parameter_id,IMPC_CBC_009_001
analysis_id,94060g6b4d8c558
mouse_life_stage,Early adult
parameter_name,Calcium
gene_symbol,F2
pvalue,0.1229898
mouse_strain,C57BL
gene_accession_id,MGI:88380
