gene_accession_id,MGI:88446
gene_symbol,Col11a1
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_XRY_064_001
pvalue,0.9802031
parameter_name,Thoracic processes
analysis_id,q8288qg3uu2s13m
