gene_symbol,Ddx27
mouse_strain,C57BL
parameter_name,Percentage center time
gene_accession_id,MGI:2385884
mouse_life_stage,Early adult
parameter_id,IMPC_OFD_022_001
analysis_id,g8hroer0o8718f9
pvalue,0.7479518
