mouse_strain,129SV
parameter_name,CD4+ alpha beta T cell percentage
gene_accession_id,MGI:1923959
gene_symbol,Arpc2
mouse_life_stage,Early adult
parameter_id,MGP_PBI_003_001
analysis_id,l9jr9909650ni71
pvalue,0.6798445
