gene_symbol,AU040320
gene_accession_id,MGI:2140475
pvalue,1.365329
mouse_life_stage,Early adult
parameter_name,Transitional B Cells (CD21/35 low)
parameter_id,IMPC_IMM_069_001
mouse_strain,C57BL
analysis_id,28ek22y5b5hvpx9
