gene_symbol,AU040320
gene_accession_id,MGI:2140475
pvalue,2.277872e-09
mouse_life_stage,Late adult
mouse_strain,C57BL
analysis_id,52h625406s044f7
parameter_name,Total holepokes
parameter_id,JAXLA_HBD_001_001
