gene_symbol,Mapkap1
mouse_strain,C57BL
analysis_id,152c13ojb16se3i
mouse_life_stage,E15.5
gene_accession_id,MGI:2444554
parameter_name,Whole arena average speed
pvalue,0.5711758
parameter_id,ESLIM_007_001_005
