gene_symbol,Bcs1l
parameter_name,PP3 + pulse startle magnitude
parameter_id,ESLIM_011_001_009
analysis_id,171497685y73j25
mouse_strain,C57BL
gene_accession_id,MGI:1914071
mouse_life_stage,Early adult
pvalue,0.2859609
