gene_symbol,Secisbp2l
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
analysis_id,sqcszf5jzrc3727
pvalue,0.2800615
gene_accession_id,MGI:1917604
parameter_id,IMPC_ACS_037_001
parameter_name,% Pre-pulse inhibition - Global
