gene_symbol,Bmi1
gene_accession_id,MGI:88174
parameter_name,Transitional B Cells (CD21/35 low)
mouse_strain,C57BL
pvalue,0.2784297
analysis_id,n35v9797my7n5cw
mouse_life_stage,Early adult
parameter_id,IMPC_IMM_069_001
