gene_accession_id,MGI:109356
gene_symbol,Snap23
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_XRY_065_001
pvalue,0.153156
parameter_name,Lumbar processes
analysis_id,938y7qz0ilt1rno
