gene_symbol,Ola1
pvalue,0.930391
parameter_name,Humerus
mouse_life_stage,Early adult
parameter_id,IMPC_XRY_021_001
mouse_strain,C56BL
analysis_id,rj47b7m67n7tf63
gene_accession_id,MGI:1914309
