parameter_id,IMPC_GEO_064_001
mouse_life_stage,Early adult
parameter_name,Edema
gene_accession_id,MGI:2135738
mouse_strain,C57BL
pvalue,0.8305784
gene_symbol,Abo
analysis_id,x251x17718843b1
