parameter_id,M-G-P_012_001_005
gene_accession_id,MGI:1914561
analysis_id,e43jdi3lmj356c4
mouse_life_stage,Early adult
parameter_name,Body Weight
pvalue,0.2238778
gene_symbol,Nanp
mouse_strain,C57BL
