gene_symbol,Trim46
pvalue,0.4513455
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_id,IMPC_CSD_047_001
gene_accession_id,MGI:2673000
parameter_name,Hindlimb digit - size
analysis_id,40r6afgtv65fb5q
