parameter_id,IMPC_EYE_024_001
pvalue,0.2032647
mouse_strain,C57BL
mouse_life_stage,E12.5
gene_accession_id,MGI:2444554
gene_symbol,Mapkap1
parameter_name,Retinal Blood Vessels
analysis_id,5gph6695v0fmsfm
