mouse_strain,C57BL
gene_accession_id,MGI:87968
gene_symbol,Ahcy
parameter_id,MGP_IMM_007_001
analysis_id,6814aam81scc707
mouse_life_stage,E9.5
pvalue,0.3423332
parameter_name,Resting CD4+ T helper cells - % of CD4+ T helper cells
