parameter_name,Startle response
mouse_life_stage,Early adult
pvalue,0.3377456
mouse_strain,B6J
analysis_id,gx05b98m48q2t4q
gene_symbol,Nr0b2
parameter_id,ESLIM_008_001_013
gene_accession_id,MGI:1346344
