gene_symbol,Gja10
pvalue,0.4593361
analysis_id,qt7a1t7qt9901lq
gene_accession_id,MGI:1339969
parameter_id,IMPC_XRY_022_001
mouse_strain,C57BL
parameter_name,Radius
mouse_life_stage,Early adult
