gene_symbol,Tnfsf10
gene_accession_id,MGI:107414
pvalue,0.9901826
mouse_strain,C57BL
parameter_name,Pericardium Morphology
analysis_id,3utel2ykcgkjwc6
mouse_life_stage,Early adult
parameter_id,IMPC_GEL_006_001
