mouse_strain,129SV
analysis_id,v0xt2l4u0g10y0r
parameter_name,Immature B cells (Hardy fraction E) - % of B220+
gene_symbol,Mms22l
parameter_id,MGP_BMI_006_001
gene_accession_id,MGI:2684980
mouse_life_stage,Early adult
pvalue,0.06561701
