parameter_name,Prepulse inhibition - PP2
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Tiprl
gene_accession_id,MGI:1915087
pvalue,0.5760715
analysis_id,d40870c3azhc71p
parameter_id,ESLIM_011_001_702
