gene_symbol,Bmi1
pvalue,0.315393
gene_accession_id,MGI:88174
parameter_name,Eosinophils
mouse_strain,C57BL
parameter_id,IMPC_IMM_052_001
mouse_life_stage,Early adult
analysis_id,8po8ua8xtah2na3
