parameter_id,IMPC_CBC_009_001
pvalue,0.460366
gene_symbol,Opn3
mouse_strain,C57BL
analysis_id,rp0b0r97o27nz7e
gene_accession_id,MGI:1338022
mouse_life_stage,Early adult
parameter_name,Calcium
