mouse_strain,C57BL
gene_symbol,Morn5
parameter_id,IMPC_XRY_001_001
gene_accession_id,MGI:1922745
mouse_life_stage,Early adult
parameter_name,Skull shape
pvalue,0.2796992
analysis_id,u82cg1mzlo1uc71
