gene_symbol,Bmi1
pvalue,0.3447193
gene_accession_id,MGI:88174
mouse_strain,C57BL
parameter_id,IMPC_XRY_025_001
analysis_id,752dp95n4b98554
parameter_name,Tibia
mouse_life_stage,Early adult
