parameter_id,IMPC_ECH_003_001
gene_accession_id,MGI:104848
gene_symbol,Inpp1
analysis_id,9vc0y1en861n3i3
parameter_name,Stroke Volume
pvalue,0.3529497
mouse_strain,C57BL
mouse_life_stage,Early adult
