parameter_id,MGP_PBI_016_001
pvalue,0.2973278
gene_accession_id,MGI:88174
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,q54f68wil0205ji
gene_symbol,Bmi1
parameter_name,Monocyte percentage
