parameter_name,Total holepokes
mouse_life_stage,Late adult
mouse_strain,C57BL
pvalue,0.9339402
gene_accession_id,MGI:109356
gene_symbol,Snap23
analysis_id,f01yfe5tzzd5234
parameter_id,JAXLA_HBD_001_001
