gene_symbol,Abo
analysis_id,srlpu54330db1q7
pvalue,0.8723008
gene_accession_id,MGI:2135738
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,Shape of vertebrae
parameter_id,IMPC_XRY_018_001
