gene_symbol,Hspa5
parameter_name,Fat/Body weight
parameter_id,JAXLA_DXA_009_001
mouse_life_stage,Early adult
analysis_id,5evl8azkd0wl34a
pvalue,0.4188861
mouse_strain,C57BL
gene_accession_id,MGI:95835
