parameter_id,ESLIM_005_001_005
analysis_id,x9377l958865fzm
parameter_name,Bone Mineral Content
mouse_strain,C57BL
mouse_life_stage,E15.5
gene_accession_id,MGI:88174
pvalue,0.3295967
gene_symbol,Bmi1
