pvalue,0.3832319
mouse_life_stage,Early adult
parameter_id,MGP_IMM_125_001
gene_symbol,Slc30a4
parameter_name,Eosinophils - % of CD45+
mouse_strain,C57BL
analysis_id,u205029o7erhkt6
gene_accession_id,MGI:1345282
