gene_symbol,Tnfsf10
mouse_strain,C57BL
parameter_name,Periphery resting time
mouse_life_stage,Early adult
pvalue,0.9895117
gene_accession_id,MGI:107414
analysis_id,s9r90931574upbn
parameter_id,IMPC_OFD_011_001
