gene_symbol,Nucks1
mouse_strain,C57BL
mouse_life_stage,Late adult
parameter_name,Periphery distance travelled
gene_accession_id,MGI:1934811
analysis_id,dyc73cx8bqyscno
pvalue,0.5368043
parameter_id,JAX_OFD_010_001
