parameter_id,MGP_MLN_074_001
mouse_life_stage,Early adult
gene_symbol,Nipal3
mouse_strain,129SV
analysis_id,w5e6p3xxm60ry2v
parameter_name,Effector CD8+ T cells - % of CD45+
gene_accession_id,MGI:1921802
pvalue,0.8944945
