gene_accession_id,MGI:109356
gene_symbol,Snap23
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
parameter_id,JAX_OFD_021_001
pvalue,0.1700122
parameter_name,Number of rears - total
analysis_id,6e460xber8072h7
