parameter_id,IMPC_IMM_046_001
analysis_id,3x2ml9f4vtt1li9
gene_symbol,Amigo1
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:2653612
parameter_name,DN CD44+CD62L- NKT cells
pvalue,0.7006203
