gene_symbol,Cntfr
parameter_id,M-G-P_008_001_013
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.6879138
parameter_name,Startle Response
gene_accession_id,MGI:99605
analysis_id,t0hoif0c5jddzj7
