gene_symbol,Ssr2
mouse_life_stage,Early adult
analysis_id,szg3i47u40224d1
parameter_id,IMPC_ABR_002_001
gene_accession_id,MGI:1913506
mouse_strain,C57BL
parameter_name,Click-evoked ABR threshold
pvalue,0.3205052
