gene_symbol,Rab17
analysis_id,ak25ez1x3v09348
gene_accession_id,MGI:104640
parameter_name,Number of rears - total
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_OFD_021_001
pvalue,0.2441077
