gene_symbol,Eprs1
mouse_strain,C57BL
analysis_id,4989280121px6o6
pvalue,0.9158411
parameter_id,IMPC_EYE_092_002
gene_accession_id,MGI:97838
parameter_name,Retina (combined)
mouse_life_stage,Early adult
