gene_symbol,Hspa5
mouse_life_stage,E12.5
mouse_strain,C57BL
parameter_name,Thoracic processes
gene_accession_id,MGI:95835
analysis_id,yj35g4t4r3hx9in
parameter_id,IMPC_XRY_064_001
pvalue,0.7247886
