mouse_life_stage,Late adult
parameter_id,IMPC_CSD_007_001
gene_accession_id,MGI:1917604
analysis_id,0w5nuzadt41ore0
mouse_strain,C57BL
parameter_name,Coat - color - abdomen
gene_symbol,Secisbp2l
pvalue,0.3782289
