parameter_id,IMPC_GEL_028_001
parameter_name,Forebrain
gene_symbol,Ola1
analysis_id,fz6i0uz44msvbo3
gene_accession_id,MGI:1914309
mouse_strain,C57BL
mouse_life_stage,E18.5
pvalue,0.211168
