gene_symbol,Arpc2
pvalue,0.8076078
gene_accession_id,MGI:1923959
mouse_strain,C57BL
parameter_id,IMPC_EYE_001_001
analysis_id,v59g1hvu92u1zfl
mouse_life_stage,Early adult
parameter_name,Eye
