mouse_strain,129SV
mouse_life_stage,Early adult
analysis_id,uz322z747q1qf41
gene_symbol,Inpp1
parameter_id,MGP_PBI_010_001
pvalue,0.8059687
gene_accession_id,MGI:104848
parameter_name,CD8+ CD44+ CD62L- alpha beta effector T cell percentage
