parameter_name,Red blood cell count
pvalue,0.5496598
analysis_id,f0d89bl4x45i7l6
parameter_id,IMPC_HEM_002_001
gene_accession_id,MGI:95835
gene_symbol,Hspa5
mouse_life_stage,Early adult
mouse_strain,C57BL
