parameter_name,Tremor
analysis_id,80k32zm6jm5s8xo
mouse_strain,C57BL
gene_accession_id,MGI:2385884
parameter_id,IMPC_CSD_030_001
mouse_life_stage,Early adult
gene_symbol,Ddx27
pvalue,0.1628103
