parameter_id,IMPC_XRY_018_001
gene_accession_id,MGI:2446186
gene_symbol,Lpgat1
mouse_strain,C57BL
parameter_name,Shape of vertebrae
mouse_life_stage,Early adult
pvalue,0.9182842
analysis_id,p3p19l5on9gx7sz
