parameter_name,Body weight
parameter_id,M-G-P_009_001_003
mouse_life_stage,Early adult
pvalue,0.3540137
mouse_strain,129SV
gene_symbol,Cds2
analysis_id,3d58zd2cld1uy57
gene_accession_id,MGI:1332236
