gene_symbol,Mecom
mouse_life_stage,E12.5
pvalue,0.7472669
gene_accession_id,MGI:95457
mouse_strain,C57BL
parameter_name,CD11b-high cDC - % of CD45+
parameter_id,MGP_IMM_129_001
analysis_id,9w8pz13njrt5104
