gene_symbol,Sass6
mouse_life_stage,E9.5
pvalue,0.3891231
parameter_id,JAX_LDT_002_001
analysis_id,2t336lrwlp78lrp
gene_accession_id,MGI:1920026
parameter_name,Light side time spent
mouse_strain,C57BL
