gene_symbol,Cds2
gene_accession_id,MGI:1332236
pvalue,0.3694742
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,ivk329jh0c455if
parameter_name,Coat - color pattern - back
parameter_id,IMPC_CSD_008_001
